0.001, 1.992
0.007, 2.063
0.017, 2.233
0.027, 2.367
0.037, 2.482
0.046, 2.588
0.056, 2.678
0.066, 2.759
0.076, 2.835
0.086, 2.907
0.097, 2.964
0.116, 3.059
0.125, 3.099
0.135, 3.134
0.145, 3.166
0.155, 3.192
0.165, 3.217
0.175, 3.239
0.185, 3.261
0.195, 3.279
0.204, 3.289
0.214, 3.303
0.224, 3.309
0.234, 3.326
0.244, 3.344
0.254, 3.353
0.264, 3.365
0.274, 3.379
0.283, 3.390
0.293, 3.406
0.303, 3.409
0.313, 3.427
0.323, 3.426
0.333, 3.435
0.343, 3.447
0.353, 3.446
0.362, 3.457
0.372, 3.467
0.382, 3.467
0.392, 3.476
0.402, 3.487
0.412, 3.487
0.422, 3.486
0.432, 3.492
0.441, 3.505
0.451, 3.506
0.461, 3.506
0.471, 3.506
0.481, 3.505
0.491, 3.505
0.501, 3.505
0.511, 3.504
0.520, 3.504
0.530, 3.504
0.540, 3.503
0.550, 3.503
0.560, 3.503
0.569, 3.487
0.582, 3.480
0.592, 3.473
0.602, 3.459
0.612, 3.452
0.622, 3.437
0.632, 3.421
0.642, 3.411
0.652, 3.393
0.661, 3.373
0.671, 3.354
0.681, 3.335
0.691, 3.310
0.701, 3.284
0.711, 3.258
0.721, 3.231
0.731, 3.200
0.740, 3.169
0.750, 3.132
0.760, 3.092
0.770, 3.053
0.780, 3.004
0.790, 2.949
0.804, 2.859
0.819, 2.761
0.828, 2.698
0.838, 2.615
0.848, 2.534
0.858, 2.444
0.868, 2.348
0.878, 2.248
0.886, 2.146
0.899, 2.002
0.910, 1.859
0.922, 1.723
0.932, 1.588
0.941, 1.446
0.951, 1.301
0.961, 1.150
0.970, 0.983
0.979, 0.861
0.986, 0.695
1.000, 0.454
