x,y
0.001,1.992
0.0016336336336336336,2.0011079053343774
0.0022672672672672672,2.01254361400777
0.002900900900900901,2.026186624715823
0.0035345345345345345,2.041916436154182
0.0041681681681681685,2.0596125470184927
0.004801801801801802,2.0791544560043995
0.005435435435435436,2.1004216618075473
0.006069069069069069,2.123293663123582
0.006702702702702702,2.147649958648149
0.007336336336336336,2.1733700470768937
0.00796996996996997,2.200333427105461
0.008603603603603602,2.2284195974294954
0.009237237237237236,2.2575080567446437
0.009870870870870872,2.28747830374655
0.010504504504504505,2.3182098371308606
0.011138138138138139,2.34958215559322
0.011771771771771772,2.3814747578292725
0.012405405405405405,2.4137671425346654
0.013039039039039038,2.4463388084050424
0.013672672672672671,2.4790692541360495
0.014306306306306305,2.5118379784233325
0.014939939939939941,2.5445244799625355
0.015573573573573574,2.577008257449304
0.016207207207207208,2.6091688095792835
0.01684084084084084,2.6408856350481194
0.017474474474474474,2.672038232551457
0.018108108108108107,2.70250610078494
0.018741741741741744,2.7321687384442166
0.019375375375375377,2.7609131707873913
0.02000900900900901,2.7887424956465807
0.020642642642642643,2.8157509633259403
0.021276276276276276,2.8420352752350158
0.02190990990990991,2.867692132783353
0.022543543543543543,2.892818237380497
0.023177177177177176,2.917510290435993
0.02381081081081081,2.9418649933593874
0.024444444444444446,2.9659790475602246
0.02507807807807808,2.989949128691819
0.025711711711711712,3.0138525076768246
0.026345345345345345,3.0377125680626484
0.02697897897897898,3.0615434149035208
0.02761261261261261,3.0853591532536697
0.028246246246246245,3.1091738881673248
0.02887987987987988,3.133001724698715
0.029513513513513515,3.1568567679020703
0.030147147147147148,3.1807531228316184
0.03078078078078078,3.204704894541589
0.031414414414414414,3.2287261880862115
0.03204804804804805,3.252831110573788
0.03268168168168168,3.277039626781976
0.033315315315315314,3.301390388700454
0.03394894894894895,3.3259257667509967
0.03458258258258258,3.3506881313553776
0.03521621621621621,3.375719852935371
0.035849849849849846,3.401063301912751
0.036483483483483486,3.4267608487092924
0.03711711711711712,3.45285462086346
0.03775075075075075,3.4793237404465795
0.038384384384384386,3.50600063039096
0.03901801801801802,3.5326968788359765
0.03965165165165165,3.559224073921002
0.040285285285285286,3.5853938037854123
0.04091891891891892,3.6110176565685803
0.04155255255255255,3.635907220409882
0.042186186186186185,3.659874083448691
0.04281981981981982,3.682729833824382
0.04345345345345345,3.7043102301196638
0.044087087087087085,3.7246873761752526
0.04472072072072072,3.7440670313068596
0.04535435435435435,3.7626564712083725
0.045987987987987984,3.7806629715736775
0.04662162162162162,3.7982938080966626
0.04725525525525526,3.815756256471215
0.04788888888888889,3.8332575923912224
0.048522522522522524,3.851005091550571
0.04915615615615616,3.8692060296431494
0.04978978978978979,3.888067682362844
0.05042342342342342,3.9077973254035414
0.051057057057057056,3.928602234459131
0.05169069069069069,3.9506896852234985
0.05232432432432432,3.9742550354318267
0.052957957957957956,3.999234198501167
0.05359159159159159,4.025311540273652
0.05422522522522522,4.052161088454395
0.054858858858858855,4.079456870748507
0.05549249249249249,4.106872914861099
0.05612612612612612,4.134083248497286
0.05675975975975976,4.1607618993621776
0.057393393393393395,4.186582895160888
0.05802702702702703,4.211220263598528
0.05866066066066066,4.234348032380209
0.059294294294294295,4.255650731389044
0.05992792792792793,4.275100094500284
0.06056156156156156,4.29298297533747
0.061195195195195194,4.309602327917187
0.06182882882882883,4.325261106256022
0.06246246246246246,4.340262264370564
0.0630960960960961,4.354908756277397
0.06372972972972973,4.369503535993109
0.06436336336336336,4.3843495575342875
0.064996996996997,4.399749774917518
0.06563063063063063,4.416007142159387
0.06626426426426427,4.433418064357706
0.06689789789789789,4.452048259410779
0.06753153153153153,4.471676912376626
0.06816516516516516,4.492065325455523
0.0687987987987988,4.512974800847747
0.06943243243243243,4.534166640753573
0.07006606606606607,4.555402147373277
0.07069969969969969,4.576442622907137
0.07133333333333333,4.597049369555427
0.07196696696696697,4.616983689518426
0.0726006006006006,4.636054788530018
0.07323423423423424,4.654295980209818
0.07386786786786786,4.671806060655209
0.0745015015015015,4.688683833933529
